News,Price_Direction_Up,Price_Direction_Constant,Price_Direction_Down,Asset_Comparision,Past_Information,Future_Information,Price_Sentiment,label_num
Gold futures mark lowest settlement in nearly a week,0,0,1,0,1,0,negative,1
"gold futures rebound to top $1,850 as crude slips",1,0,0,1,1,0,positive,2
gold inches up on concerns ukraine conflict is dampening global recovery,1,0,0,0,1,0,positive,2
mcx gold june contract slips 2.7%,0,0,1,0,1,0,negative,1
"gold rises 1% on bargain hunting, posts weekly gain",1,0,0,0,1,0,positive,2
"as gold vaults, secure storage space runs out",0,0,0,0,1,0,none,3
"Feb. gold settles at $1,177.80/oz, up $8.40, or 0.7%",1,0,0,0,1,0,positive,2
"Gold futures rise to Rs 29,778 on positive global cues",1,0,0,0,1,0,positive,2
"oil, gold fall as dollar, bonds gain on growth worries; stocks near flat",0,0,1,1,1,0,negative,1
"Rework gold monetisation scheme, says YV Reddy",0,0,0,0,1,0,none,3
dec. gold ends the week with a gain of 0.8%,1,0,0,0,1,0,positive,2
Gold gains as Ukraine crisis continues to heat up,1,0,0,0,1,0,positive,2
"gold pares gain to $1,417 an ounce, up 0.9%",1,0,0,0,1,0,positive,2
"april gold up $9.60, or 0.8%, at $1,178.60/oz on comex",1,0,0,0,1,0,positive,2
"gold recovers on low level buying, but silver declines",1,0,0,1,1,0,positive,2
et wealth: will gold shine in the gloom?,0,0,0,0,1,0,none,3
Gold prices to trade flat: Angel Commodities,0,1,0,0,0,1,neutral,0
Gold steady close to 2-week highs,0,1,0,0,1,0,neutral,0
gold futures settle at 2-week low,0,0,1,0,1,0,negative,1
"gold losses mount, silver dips below rs 38,000 per kg",0,0,1,1,1,0,negative,1
"gold falls below key level of &#36;1,200 ahead of us jobs data",0,0,1,0,1,0,negative,1
"with debt-based assets at record high, gold prices are set to shine",1,0,0,0,1,0,positive,2
gold rallies as demand picks up at lower levels,1,0,0,0,1,0,positive,2
newmont swings to profit as gold gains,1,0,0,0,1,0,positive,2
"Gold settles lower, but gets boost after Fed policy statement",0,0,1,0,1,0,negative,1
gold futures slip,0,0,1,0,1,0,negative,1
gold rallies to 5-month high after bernanke speech,1,0,0,0,1,0,positive,2
"gold stays near 10-month low, us payroll data in focus",0,0,1,0,1,0,negative,1
"gold, silver trade flat with marginal gains ahead of trump news conference",0,1,0,1,1,0,neutral,0
chinese gold market: still in the driving seat,0,0,0,0,1,0,none,3
Why the gold rally may signal further dollar weakness,1,0,0,1,1,0,positive,2
gold futures fall for fourth session,0,0,1,0,1,0,negative,1
goldcorp : we're right at peak gold,0,1,0,0,1,0,neutral,0
"gold, silver drops on stockists selling, global cues",0,0,1,1,1,0,negative,1
"gold drops $2.50 to settle at $1,219.50/oz",0,0,1,0,1,0,negative,1
Gold settles 0.5% lower for eighth day of losses,0,0,1,0,1,0,negative,1
gold edges higher as dollar slips,1,0,0,1,1,0,positive,2
gold poised for best week in eight on dollar slump,1,0,0,1,1,0,positive,2
Gold futures mark lowest finish in more than 2 weeks,0,0,1,0,1,0,negative,1
"Dec. gold edges up by 90 cents, or less than 0.1%, to settle at $1,288.70/oz",1,0,0,0,1,0,positive,2
saxo bank : gold revival still depends on the dollar,0,0,0,1,1,0,none,3
mcx goldguinea october contract declines 2%,0,0,1,0,1,0,negative,1
"new year offers gold another shot at $2,000",1,0,0,0,1,0,positive,2
Gold futures trade slightly lower after earlier gains,0,0,1,0,1,0,negative,1
gold demand to be higher in 2015: pr somasundaram,1,0,0,0,1,0,positive,2
gold closes higher as iran spooks oil market,1,0,0,1,1,0,positive,2
"gold is 33% overpriced, by this measure",0,0,0,0,1,0,none,3
"Gold recovers to Rs 29,350 on spot demand",1,0,0,0,1,0,positive,2
"gold futures down 0.2% on day, up 5.4% on week",0,0,1,0,1,0,negative,1
"gold futures fall, pressured by dollar gains",0,0,1,1,1,0,negative,1
Gold prices erase their loss for the week,0,0,1,0,1,0,negative,1
"Gold settles up $6.90, or 0.6%, at $1,258.30 an ounce for 1.6% weekly gain",1,0,0,0,1,0,positive,2
gold futures log highest settlement since may 6,1,0,0,0,1,0,positive,2
Gold futures settle at a two-week high,1,0,0,0,1,0,positive,2
"gold falls as dollar, equities rebound",0,0,1,1,1,0,negative,1
sharps pixley: china forex reserves rise in july despite gold price fall,0,0,1,0,1,0,negative,1
gold pushes higher on news of barrick bid for placer dome,1,0,0,0,1,0,positive,2
china's love affair with gold heating up on property riches,0,0,0,0,1,0,none,3
india working on mechanism to check gold imports without customs duty hike,0,0,0,0,1,0,none,3
Gold rallies to 14-week high on softer dollar,1,0,0,1,1,0,positive,2
spot gold quoted at $543.10 in asia trade,1,0,0,0,1,0,positive,2
Gold futures post gain of 1.8% for the week,1,0,0,0,1,0,positive,2
gold steady as market focus turns to us fed meeting,0,1,0,0,1,0,neutral,0
gold futures dip below 29k level on global cues,0,0,1,0,1,0,negative,1
"Gold rises to Rs 31,150 per 10 gm on firm global cues, wedding season demand",1,0,0,0,1,0,positive,2
Gold holds steady near 1-year low,0,1,1,0,1,0,negative,1
"gold futures close 5.3% higher on day, up 1.1% on week",1,0,0,0,1,0,positive,2
"Gold futures rise to Rs 26,448 per 10 gm",1,0,0,0,1,0,positive,2
Gold off lows but remains under pressure,0,1,1,0,1,0,negative,1
venezuela's once-promising gold industry is in utter shambles,0,0,0,0,1,0,none,3
"august gold drops $23.10, or 1.9%, to settle at $1,219.20/oz",0,0,1,0,1,0,negative,1
"gold may fall to $1,000 an ounce",0,0,1,0,1,0,negative,1
Gold futures up on global cues,1,0,0,0,1,0,positive,2
"gold losses accelerate, fall $28.50 to $1,639.50",0,0,1,0,1,0,negative,1
"June gold up 0.2% at $1,266.10/oz.",1,0,0,0,1,0,positive,2
philadelphia gold/silver index up 9.2% on week,1,0,0,1,1,0,positive,2
charts : gold shot higher to the 100 day moving average at 1228,1,0,0,0,1,0,positive,2
frank holmes : gold price to explode: reserves dwindle and us-china trade war talk spark panic,0,0,0,0,0,1,none,3
"August gold gains 80 cents, or less than 0.1%, at $1,321.80/oz.",1,0,0,0,1,0,positive,2
"marex spectron : uncertainty 'rages', gold price strong",0,0,0,0,1,0,none,3
gold prices inch up in asia as us shutdown weighs on dollar views,1,0,0,1,1,0,positive,2
"Gold, silver poised higher; base metals may correct slightly",1,0,0,1,1,0,positive,2
"gold gains in asia on harker comments, risk from possible challenge to theresa may",1,0,0,0,1,0,positive,2
gold futures climb by more than $20 an ounce,1,0,0,0,1,0,positive,2
"jan. gold last at $1,123.50/oz on globex, up $3.60",1,0,0,0,1,0,positive,2
"february gold up 0.4% at $1,249/oz.",1,0,0,0,1,0,positive,2
august gold contract down as much as $6.50 an ounce,0,0,1,0,1,0,negative,1
swiss propose gold transparency to avoid human rights breaches,0,0,0,0,1,0,none,3
gold taps fresh 16-year high in late morning trade,1,0,0,0,1,0,positive,2
harmony to 'shortly post' gold fields offer terms,0,0,0,0,1,0,none,3
Gold adds to loss after employment-cost report,0,0,1,0,1,0,negative,1
"gold, silver end lower but score weekly gain",1,0,1,1,1,0,positive,2
Gold: Bearish trend intact,0,0,1,0,1,0,negative,1
gold melts afresh as stockists book profits,0,0,0,0,1,0,none,3
gold slips amid selling overseas,0,0,1,0,1,0,negative,1
"Dec. gold climbs $2.90, or 0.2%, to settle at $1,269.50/oz",1,0,0,0,1,0,positive,2
Gold futures edge higher on weaker dollar,1,0,0,1,1,0,positive,2
"gold spurt on revival of buying, firm overseas trend",1,0,0,0,1,0,positive,2
"gold falls on profit-selling, weak global cues",0,0,1,0,1,0,negative,1
"Feb. gold gains $3.20, or 0.3%, to settle at $1,199.80/oz",1,0,0,0,1,0,positive,2
gold climbs to fresh two-month high,1,0,0,0,1,0,positive,2
"kinross gold buying echo bay, tvx",0,0,0,0,1,0,none,3
india's gold demand falls 25% in q3,0,0,1,0,1,0,negative,1
gold retreats as greece blinks,0,0,1,0,1,0,negative,1
Gold futures extend gains on global cues,1,0,0,0,1,0,positive,2
"jay powell : gold gains under powell fed: how much, not if",1,0,0,0,1,0,positive,2
the gold rush is over,0,0,0,0,1,0,none,3
Gold holds loss after jobless-claims report,0,0,1,0,1,0,negative,1
"Gold futures may climb toward $1,400 by end of year: analyst",1,0,0,0,1,0,positive,2
MCX GOLDPETAL Oct contract gains,1,0,0,0,1,0,positive,2
sino gold endorses $1.9 billion takeover by eldorado gold,0,0,0,0,1,0,none,3
why yamana gold is down 30.8% so far in 2018,0,0,0,0,1,0,none,3
"gold prices settle higher, mark first weekly gain in 7 weeks",1,0,0,0,1,0,positive,2
"Gold extends gains after personal-spending, inflation reports",1,0,0,0,1,0,positive,2
gold gains in asia on korea tensions ahead of national founding day,1,0,0,0,1,0,positive,2
"gold shares, futures prices decline",0,0,1,0,1,0,negative,1
"jon butler : the golden revolution, revisited: how to prepare for the remonetisation of gold",0,0,0,0,1,0,none,3
gold ends at 16-year high near $458,1,0,0,0,1,0,positive,2
gold business down 75% despite fall in prices,0,0,1,0,1,0,negative,1
gold closes down 0.2% at $835.20 an ounce; up 0.2% in week,0,0,1,0,1,0,negative,1
Gold prices to remain under pressure next year too,0,0,0,0,1,0,none,3
gold futures tally modest gains after new record,1,0,0,0,1,0,positive,2
"feb. gold up $8.90 to settle at $1,714.40/oz",1,0,0,0,1,0,positive,2
global gold demand in h1 lowest since 2009: wgc,0,0,1,0,1,0,negative,1
"dovish yellen, softer dollar support gold near &#36;1,240",0,0,0,1,1,0,none,3
gold futures trade near session's high,1,0,0,0,1,0,positive,2
"gold tops rs 29,000-mark, hits over-mth high on global cues",1,0,0,0,1,0,positive,2
Gold inches higher as Asian stocks slip,1,0,0,0,1,0,positive,2
"falling rupee hits gold, silver imports",0,0,0,1,1,0,none,3
gold prices gain as greece debt talks head towards over-time,1,0,0,0,1,0,positive,2
"guilford pharma, harmony gold, more",0,0,0,0,1,0,none,3
"Gold adds to sharp early gain after reports on jobless-claims, durable-goods, trade",1,0,0,0,1,0,positive,2
VanEck Vectors Gold Miners ETF runs up 5.4% in premarket trade,0,0,0,0,1,0,none,3
"April gold up $5.50, or 0.5%, to $1,239.50/oz after high above $1,241",1,0,0,0,1,0,positive,2
gold futures gain 0.24 pc on global cues,1,0,0,0,1,0,positive,2
Gold prices score a monthly gain of roughly 0.6%,1,0,0,0,1,0,positive,2
gold rebounds friday but posts third weekly loss,1,0,1,0,1,0,positive,2
this is when gold will soar,0,0,0,0,1,0,none,3
gold logs 13-month closing high as jobs report fails to deflate metal's rally,1,0,0,0,1,0,positive,2
jinbi token creates safe haven for gold assets,0,0,0,0,1,0,none,3
Gold holds modest decline after ADP report shows U.S. added 179k jobs,0,0,1,0,1,0,negative,1
Gold Prices Hold Steady Near 1-1/2 Week Highs,1,1,0,0,1,0,positive,2
feb. gold ends down $13.20 at $789.10 an ounce on nymex,0,0,1,0,1,0,negative,1
gold sees biggest single-day slump; falls by rs 1840/10 gm,0,0,1,0,1,0,negative,1
Gold little changed with eyes on U.S. data,0,1,0,0,1,0,neutral,0
"April gold off $4, or 0.3%, at $1,198.60/oz.",0,0,1,0,1,0,negative,1
"June gold edges up by $1.70, or 0.1%, to settle at $1,265.90/oz",1,0,0,0,1,0,positive,2
"Give gold stocks a rest, and stick with breakout steel - here's why, says MKM",0,0,0,0,1,0,none,3
"Gold inches up ahead of Fed minutes, as Greece continues to weigh",1,0,0,0,1,0,positive,2
Gold futures tally a weekly gain of roughly 1.5%,1,0,0,0,1,0,positive,2
"Wedding buzz keeps gold firm at Rs 33,650",0,1,0,0,1,0,neutral,0
"diwali 2017: should you invest in stocks, gold or fixed income?",0,0,0,0,0,1,none,3
gold futures head higher for a fourth session,1,0,0,0,1,0,positive,2
june gold down $20.70 to $874.80 an ounce on nymex,0,0,1,0,1,0,negative,1
scotia mocatta : gold & silver marketwatch,0,0,0,1,1,0,none,3
Gold pares gain slightly after inflation report,1,0,0,0,1,0,positive,2
charts : gold price topping again soon-stocks in rally mode,0,0,0,0,1,0,none,3
february gold ends up $34.60 at $808.80 an ounce on nymex,1,0,0,0,1,0,positive,2
gold settles at 8-month low close on fed's dovish stance,0,0,1,0,1,0,negative,1
"kazakhstan : incredible haul of gold from 2,800 years ago unearthed in kazakhstan ",0,0,0,0,1,0,none,3
MCX GOLDPETAL Jan contract trading higher,1,0,0,0,1,0,positive,2
gold futures climb rs 420 on global cues,1,0,0,0,1,0,positive,2
"august gold ends at $887.20/oz, down $16.50, or 1.8%, in ny",0,0,1,0,1,0,negative,1
gold coins : gold eagle sales still faltering while mining output collapses - perfect storm,0,0,0,0,1,0,none,3
gold futures off $1.80 to $407.60,0,0,1,0,1,0,negative,1
"gold futures end higher, tally two-session gain of $21",1,0,0,0,1,0,positive,2
banks to get 2.5% commission under gold monetisation scheme,0,0,0,0,1,0,none,3
"gold edges down, falling etfs sap interest",0,0,1,0,1,0,negative,1
gold prices recoup most of last week's losses,1,0,0,0,1,0,positive,2
gold ends modestly up after two-session losses,1,0,0,0,1,0,positive,2
"Dec. gold falls $4.70, or 0.4%, to settle at $1,328/oz",0,0,1,0,1,0,negative,1
"Dec. gold settles at $1,318/oz, down $8.10, or 0.6%",0,0,1,0,1,0,negative,1
"gold futures turn up, but trades below $1,600",1,0,0,0,1,0,positive,2
gold prices edge up after four-session decline,1,0,0,0,1,0,positive,2
"gold, oil rise sharply after china data",1,0,0,1,1,0,positive,2
Gold hovers near two-week high on weaker dollar after Fed rate view,1,1,0,1,1,0,positive,2
"Gold futures down at Rs 24,605 per 10 gm",0,0,1,0,1,0,negative,1
"gold futures down 2.2% on day, loses 3.5% on week",0,0,1,0,1,0,negative,1
Crude gains more than 3%; gold rises 2%,1,0,0,1,1,0,positive,2
gold prices drop further on heavy stockists offloading,0,0,1,0,1,0,negative,1
inflation : could gold be a good inflation hedge?,0,0,0,0,0,1,none,3
gold set to rise for fifth week as slumping dollar draws investors,1,0,0,1,0,1,positive,2
gold ends at one-month low as dollar strengthens,0,0,1,1,1,0,negative,1
gold market sentiment finally improving,0,0,0,0,1,0,none,3
gold traders pick bargains in thin trade,0,0,0,0,1,0,none,3
"gold steadies, fed signals 'some' rate hikes for 2019",0,1,0,0,1,0,neutral,0
kinross gold launches $400m convertible notes offering,1,0,0,0,1,0,positive,2
"April gold climbs $20.20, or 1.7%, to $1,216.20/oz after $1,217.40 high",1,0,0,0,1,0,positive,2
"Sell gold if it rallies to $1,305/ ounce ",0,0,0,0,0,1,none,3
"Feb. gold gains $10.30, or 0.9%, to settle at $1,162/oz",1,0,0,0,1,0,positive,2
"Gold tumbles to Rs 30,375; silver drops by Rs 450 per kg",0,0,1,1,1,0,negative,1
"Dec. gold settles at $1,343.40/oz, down $2.80, or 0.2%",0,0,1,0,1,0,negative,1
gold rises as cyprus deposit tax spooks markets,1,0,0,0,1,0,positive,2
gold prices down for session and holiday-shortened week,0,0,1,0,1,0,negative,1
Gold falls back to lowest level in nearly a week,0,0,1,0,1,0,negative,1
"Gold futures down at Rs 27,835 on weak global cues",0,0,1,0,1,0,negative,1
gold hits one-month high on weak us outlook,1,0,0,0,1,0,positive,2
MCX GOLDGUINEA Nov contract slips,0,0,1,0,1,0,negative,1
gold adds to slight gain after pre-thanksgiving economic reports,1,0,0,0,1,0,positive,2
Golden opportunity: Demand for gold ETFs and funds soars,0,0,0,0,1,0,none,3
Gold slips lower but downside seen limited,0,0,1,0,1,0,negative,1
gold buyers return to shop ahead of diwali as prices drop,0,0,0,0,1,0,none,3
Gold prices tick slightly higher after housing-starts report,1,0,0,0,1,0,positive,2
Silver futures closes at 2-year high; gold ends up,1,0,0,1,1,0,positive,2
china : gold & precious metals report,0,0,0,0,1,0,none,3
"cme raises gold, other metals trading requirements",0,0,0,0,1,0,none,3
"gold prices gain in asia on technical rebound, boj ahead",1,0,0,0,1,0,positive,2
"dec. gold settles at $1,153.60/oz on comex, down $6, or 0.5%",0,0,1,0,1,0,negative,1
gold declines but brexit political uncertainty limits losses,0,0,1,0,1,0,negative,1
"feb gold down $17.50, or 3.9%, at $436.20/oz",0,0,1,0,1,0,negative,1
"Gold futures end lower, but climb in electronic trade after Fed minutes",1,0,1,0,1,0,positive,2
india : how is inherited gold taxed in india?,0,0,0,0,1,0,none,3
"june gold down $19.20, or 1.2%, at $1,581.70/oz",0,0,1,0,1,0,negative,1
"gold, silver slip on weak global demand",0,0,1,1,1,0,negative,1
"dec. gold down $6.10 to settle at $1,724.80/oz",0,0,1,0,1,0,negative,1
"gold settles at record above $1,500",1,0,0,0,1,0,positive,2
"Import duty hike: 'Gold smuggling, black-marketing will balloon'",0,0,0,0,1,0,none,3
gold futures slump as european debt worries ease,0,0,1,0,1,0,negative,1
"crude, gold retreat as greek debt worries return",0,0,1,1,1,0,negative,1
"Gold dips on weak physical demand, dollar sell off supports",0,0,1,1,1,0,negative,1
bundesbank denies selling gold,0,0,0,0,1,0,none,3
Gold retains sharp gains after sluggish US jobs data,1,0,0,0,1,0,positive,2
gold gets safe-haven boost,1,0,0,0,1,0,positive,2
Gold suffers a second session of losses as investors await Fed update,0,0,1,0,1,0,negative,1
gold plunges further by rs 210,0,0,1,0,1,0,negative,1
"April gold climbs $15.40, or 1.3%, to settle at $1,211.40/oz",1,0,0,0,1,0,positive,2
"gold hits fresh 18-year high on inflation, demand concerns",1,0,0,0,1,0,positive,2
Gold slips for third straight session as traders await Fed outcome,0,0,1,0,1,0,negative,1
Gold prices dip in Asia with fresh direction sought,0,0,1,0,1,0,negative,1
"Gold eases to Rs 29,800; silver slumps below Rs 42K-mark",0,1,0,1,1,0,neutral,0
gold retreats from 1-year high as dollar gains ground,0,0,1,1,1,0,negative,1
gold issues dull; prices advance,0,0,1,0,1,0,negative,1
june gold taps a more than 3-week high of $575/oz,1,0,0,0,1,0,positive,2
"april gold last down $8.70, or 0.7%, at $1,199.90/oz",0,0,1,0,1,0,negative,1
